arm_role,arm_id,n_pairs,n_means,pair_index,LTE.ID,Code,Site.Key,Site.ID,Country,Latitude,Longitude,M.Year,m_year_first,m_year_last,m_year_is_aggregate,Product.Simple,EU,Out.SubInd,Outcode,Units,yield_basis,Mean.Error.Type,Upper,Lower,DataLoc,Analysis.Function,Duration,Variety,Rep,Plot.Size,Plant.Start,Plant.End,Harvest.Start,Harvest.End,planting_date_source,harvest_date_source,climate_date_source,climate_window_start,climate_window_end,is_livestock,gdd_gdd_subopt,gdd_gdd_opt,gdd_gdd_aboveopt,gdd_gdd_abovemax,gdd_Harvest.Start,gdd_Harvest.End,temp_tmax_tg_35.days,temp_tmax_tg_35.days_pr,temp_tmax_tg_35.max_rseq,temp_tmax_tg_35.n_seq_d5,temp_tmax_tg_35.n_seq_d10,temp_tmax_tg_35.n_seq_d15,temp_tmax_tg_37.5.days,temp_tmax_tg_37.5.days_pr,temp_tmax_tg_37.5.max_rseq,temp_tmax_tg_37.5.n_seq_d5,temp_tmax_tg_37.5.n_seq_d10,temp_tmax_tg_37.5.n_seq_d15,temp_tmax_tg_40.days,temp_tmax_tg_40.days_pr,temp_tmax_tg_40.max_rseq,temp_tmax_tg_40.n_seq_d5,temp_tmax_tg_40.n_seq_d10,temp_tmax_tg_40.n_seq_d15,temp_tmin_min,temp_tmin_mean,temp_tmin_var,temp_tmin_sd,temp_tmin_range,temp_tmax_max,temp_tmax_mean,temp_tmax_var,temp_tmax_sd,temp_tmax_range,temp_tmean_max,temp_tmean_min,temp_tmean_mean,temp_tmean_var,temp_tmean_sd,temp_tmean_range,temp_Harvest.Start,temp_Harvest.End,rain_rain_sum,rain_eto_sum,rain_eto_na,rain_w_balance,rain_w_balance_negdays,rain_rain_l_0.1.days,rain_rain_l_0.1.days_pr,rain_rain_l_0.1.max_seq,rain_rain_l_0.1.n_seq_d5,rain_rain_l_0.1.n_seq_d10,rain_rain_l_0.1.n_seq_d15,rain_rain_l_1.days,rain_rain_l_1.days_pr,rain_rain_l_1.max_seq,rain_rain_l_1.n_seq_d5,rain_rain_l_1.n_seq_d10,rain_rain_l_1.n_seq_d15,rain_rain_l_5.days,rain_rain_l_5.days_pr,rain_rain_l_5.max_seq,rain_rain_l_5.n_seq_d5,rain_rain_l_5.n_seq_d10,rain_rain_l_5.n_seq_d15,rain_Harvest.Start,rain_Harvest.End,eratio_eratio_mean,eratio_eratio_median,eratio_eratio_min,eratio_eratio_l_0.5.days,eratio_eratio_l_0.5.days_pr,eratio_eratio_l_0.5.max_seq,eratio_eratio_l_0.5.n_seq_d5,eratio_eratio_l_0.5.n_seq_d10,eratio_eratio_l_0.5.n_seq_d15,eratio_eratio_l_0.25.days,eratio_eratio_l_0.25.days_pr,eratio_eratio_l_0.25.max_seq,eratio_eratio_l_0.25.n_seq_d5,eratio_eratio_l_0.25.n_seq_d10,eratio_eratio_l_0.25.n_seq_d15,eratio_eratio_l_0.1.days,eratio_eratio_l_0.1.days_pr,eratio_eratio_l_0.1.max_seq,eratio_eratio_l_0.1.n_seq_d5,eratio_eratio_l_0.1.n_seq_d10,eratio_eratio_l_0.1.n_seq_d15,eratio_Harvest.Start,eratio_Harvest.End,logging_logging_sum,logging_logging_mean,logging_logging_median,logging_logging_present_mean,logging_logging_g_0.days,logging_logging_g_0.days_pr,logging_logging_g_0.max_seq,logging_logging_g_0.n_seq_d5,logging_logging_g_0.n_seq_d10,logging_logging_g_0.n_seq_d15,logging_logging_g_ssat_0.5.days,logging_logging_g_ssat_0.5.days_pr,logging_logging_g_ssat_0.5.max_seq,logging_logging_g_ssat_0.5.n_seq_d5,logging_logging_g_ssat_0.5.n_seq_d10,logging_logging_g_ssat_0.5.n_seq_d15,logging_logging_g_ssat_0.9.days,logging_logging_g_ssat_0.9.days_pr,logging_logging_g_ssat_0.9.max_seq,logging_logging_g_ssat_0.9.n_seq_d5,logging_logging_g_ssat_0.9.n_seq_d10,logging_logging_g_ssat_0.9.n_seq_d15,logging_Harvest.Start,logging_Harvest.End,arm_code,arm_label,mean,mean_error,yield_t_ha
T,28.6366 77.1545 B1500|2014.1|Chickpea|h7|T4|NA|NA,3,1,213753,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2014.1,2014,2014,FALSE,Chickpea,h7,Biomass Yield,101.1,Mg/ha,,,,,Fig 2c,Aggregated,1,Pusa 372,3,170,2013-10-21,2013-10-30,,,reported,none,EcoCrop,2013-10-21,2013-10-30,FALSE,222.63,1038.44,22.88,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,9.116,9.909,3.148,15.69,31.31,24.127,9.81,3.132,15.09,23.16,9.2,15.739,9.118,3.02,13.96,,,81.84,371.56,0,-289.72,128,108,0.79,42,6,2,1,120,0.88,52,5,4,2,129,0.95,85,4,3,2,,,0.047,0.01,0.01,131,0.96,44,5,4,3,131,0.96,44,5,4,3,131,0.96,44,5,4,3,,,0.677,0.005,0,0.113,6,0.04,0,0,0,0,6,0.04,43,5,4,3,6,0.04,43,5,4,3,,,T4,2_PNB_FFPcp...2_PNB_RDFcp...2_PNB_NEcp,3.63404255319148,,
C,28.6366 77.1545 B1500|2014.1|Chickpea|h7|T7|NA|NA,6,1,213738,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2014.1,2014,2014,FALSE,Chickpea,h7,Crop Yield,101,Mg/ha,as reported,,,,Fig 2a,Aggregated,1,Pusa 372,3,170,2013-10-21,2013-10-30,,,reported,none,EcoCrop,2013-10-21,2013-10-30,FALSE,222.63,1038.44,22.88,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,9.116,9.909,3.148,15.69,31.31,24.127,9.81,3.132,15.09,23.16,9.2,15.739,9.118,3.02,13.96,,,81.84,371.56,0,-289.72,128,108,0.79,42,6,2,1,120,0.88,52,5,4,2,129,0.95,85,4,3,2,,,0.047,0.01,0.01,131,0.96,44,5,4,3,131,0.96,44,5,4,3,131,0.96,44,5,4,3,,,0.677,0.005,0,0.113,6,0.04,0,0,0,0,6,0.04,43,5,4,3,6,0.04,43,5,4,3,,,T7,3_CT_FFPcp...3_CT_RDFcp...3_CT_NEcp,1.14285714285714,,1.14285714285714
C,28.6366 77.1545 B1500|2014.1|Chickpea|h7|T7|NA|NA,6,1,213752,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2014.1,2014,2014,FALSE,Chickpea,h7,Biomass Yield,101.1,Mg/ha,,,,,Fig 2c,Aggregated,1,Pusa 372,3,170,2013-10-21,2013-10-30,,,reported,none,EcoCrop,2013-10-21,2013-10-30,FALSE,222.63,1038.44,22.88,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,9.116,9.909,3.148,15.69,31.31,24.127,9.81,3.132,15.09,23.16,9.2,15.739,9.118,3.02,13.96,,,81.84,371.56,0,-289.72,128,108,0.79,42,6,2,1,120,0.88,52,5,4,2,129,0.95,85,4,3,2,,,0.047,0.01,0.01,131,0.96,44,5,4,3,131,0.96,44,5,4,3,131,0.96,44,5,4,3,,,0.677,0.005,0,0.113,6,0.04,0,0,0,0,6,0.04,43,5,4,3,6,0.04,43,5,4,3,,,T7,3_CT_FFPcp...3_CT_RDFcp...3_CT_NEcp,2.47234042553191,,
T,28.6366 77.1545 B1500|2014.2..2015.1|Chickpea-Maize|h7.c7|T3|NA|NA,1,1,226942,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2014.2..2015.1,2014,2015,TRUE,Chickpea-Maize,h7.c7,Gross Margin,124.1,USD/ha,,,,,Tab 3,Sys.Rot.vs.Rot,1.5,,3,170,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3,1_ZTFB_MCP_MCP,945,,
T,28.6366 77.1545 B1500|2014.2..2015.1|Chickpea-Maize|h7.c7|T3|NA|NA,1,1,226930,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2014.2..2015.1,2014,2015,TRUE,Chickpea-Maize,h7.c7,Variable Cost,152,USD/ha,,,,,Tab 3,Sys.Rot.vs.Rot,1.5,,3,170,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3,1_ZTFB_MCP_MCP,513,,
T,28.6366 77.1545 B1500|2014.2..2015.1|Chickpea-Maize|h7.c7|T3|NA|NA,1,1,226974,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2014.2..2015.1,2014,2015,TRUE,Chickpea-Maize,h7.c7,Water Use,232.1,kg/ha/mm,,,,,Fig 4a,Sys.Rot.vs.Rot,1.5,,3,170,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3,1_ZTFB_MCP_MCP,8.66666666666666,,
T,28.6366 77.1545 B1500|2014.2..2015.1|Chickpea-Maize|h7.c7|T6|NA|NA,1,1,226943,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2014.2..2015.1,2014,2015,TRUE,Chickpea-Maize,h7.c7,Gross Margin,124.1,USD/ha,,,,,Tab 3,Sys.Rot.vs.Rot,1.5,,3,170,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T6,2_PNB_MCP,1023,,
T,28.6366 77.1545 B1500|2014.2..2015.1|Chickpea-Maize|h7.c7|T6|NA|NA,1,1,226931,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2014.2..2015.1,2014,2015,TRUE,Chickpea-Maize,h7.c7,Variable Cost,152,USD/ha,,,,,Tab 3,Sys.Rot.vs.Rot,1.5,,3,170,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T6,2_PNB_MCP,520,,
T,28.6366 77.1545 B1500|2014.2..2015.1|Chickpea-Maize|h7.c7|T6|NA|NA,1,1,226975,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2014.2..2015.1,2014,2015,TRUE,Chickpea-Maize,h7.c7,Water Use,232.1,kg/ha/mm,,,,,Fig 4a,Sys.Rot.vs.Rot,1.5,,3,170,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T6,2_PNB_MCP,10.6201550387596,,
C,28.6366 77.1545 B1500|2014.2..2015.1|Chickpea-Maize|h7.c7|T9|NA|NA,2,1,226942,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2014.2..2015.1,2014,2015,TRUE,Chickpea-Maize,h7.c7,Gross Margin,124.1,USD/ha,,,,,Tab 3,Sys.Rot.vs.Rot,1.5,,3,170,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T9,3_CT_MCP,803,,
C,28.6366 77.1545 B1500|2014.2..2015.1|Chickpea-Maize|h7.c7|T9|NA|NA,2,1,226930,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2014.2..2015.1,2014,2015,TRUE,Chickpea-Maize,h7.c7,Variable Cost,152,USD/ha,,,,,Tab 3,Sys.Rot.vs.Rot,1.5,,3,170,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T9,3_CT_MCP,614,,
C,28.6366 77.1545 B1500|2014.2..2015.1|Chickpea-Maize|h7.c7|T9|NA|NA,2,1,226974,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2014.2..2015.1,2014,2015,TRUE,Chickpea-Maize,h7.c7,Water Use,232.1,kg/ha/mm,,,,,Fig 4a,Sys.Rot.vs.Rot,1.5,,3,170,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T9,3_CT_MCP,7.09302325581395,,
T,28.6366 77.1545 B1500|2014.2|Maize|c7|T2|NA|NA,3,1,213716,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2014.2,2014,2014,FALSE,Maize,c7,Crop Yield,101,Mg/ha,as reported,,,,Fig 1a,Aggregated,1.5,HQPM1,3,170,2014-07-01,2014-07-07,,,reported,none,EcoCrop,2014-07-01,2014-07-07,FALSE,37.49,1498.93,1108.91,0,,,90,0.67,31,4,4,4,42,0.31,12,3,2,0,19,0.14,10,2,0,0,10.05,23.631,25.376,5.037,21.63,45.07,36.02,13.536,3.679,18.9,38.33,18.22,29.438,20.276,4.503,20.11,,,298.57,716.11,0,-417.54,113,73,0.54,12,6,1,0,97,0.72,32,5,4,2,115,0.85,65,4,2,2,,,0.141,0.01,0.01,117,0.87,23,5,4,4,116,0.86,23,5,4,4,116,0.86,23,5,4,4,,,1.917,0.014,0,0.113,17,0.13,0,0,0,0,17,0.13,23,5,4,4,17,0.13,23,5,4,4,,,T2,1_ZTFB_FFPm...1_ZTFB_RDFm...1_ZTFB_NEm,3.98340248962655,,3.98340248962655
T,28.6366 77.1545 B1500|2014.2|Maize|c7|T2|NA|NA,3,1,213728,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2014.2,2014,2014,FALSE,Maize,c7,Crop Residue Yield,102,Mg/ha,,,,,Fig 1c,Aggregated,1.5,HQPM1,3,170,2014-07-01,2014-07-07,,,reported,none,EcoCrop,2014-07-01,2014-07-07,FALSE,37.49,1498.93,1108.91,0,,,90,0.67,31,4,4,4,42,0.31,12,3,2,0,19,0.14,10,2,0,0,10.05,23.631,25.376,5.037,21.63,45.07,36.02,13.536,3.679,18.9,38.33,18.22,29.438,20.276,4.503,20.11,,,298.57,716.11,0,-417.54,113,73,0.54,12,6,1,0,97,0.72,32,5,4,2,115,0.85,65,4,2,2,,,0.141,0.01,0.01,117,0.87,23,5,4,4,116,0.86,23,5,4,4,116,0.86,23,5,4,4,,,1.917,0.014,0,0.113,17,0.13,0,0,0,0,17,0.13,23,5,4,4,17,0.13,23,5,4,4,,,T2,1_ZTFB_FFPm...1_ZTFB_RDFm...1_ZTFB_NEm,5.44303797468354,,
T,28.6366 77.1545 B1500|2014.2|Maize|c7|T5|NA|NA,3,1,213717,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2014.2,2014,2014,FALSE,Maize,c7,Crop Yield,101,Mg/ha,as reported,,,,Fig 1a,Aggregated,1.5,HQPM1,3,170,2014-07-01,2014-07-07,,,reported,none,EcoCrop,2014-07-01,2014-07-07,FALSE,37.49,1498.93,1108.91,0,,,90,0.67,31,4,4,4,42,0.31,12,3,2,0,19,0.14,10,2,0,0,10.05,23.631,25.376,5.037,21.63,45.07,36.02,13.536,3.679,18.9,38.33,18.22,29.438,20.276,4.503,20.11,,,298.57,716.11,0,-417.54,113,73,0.54,12,6,1,0,97,0.72,32,5,4,2,115,0.85,65,4,2,2,,,0.141,0.01,0.01,117,0.87,23,5,4,4,116,0.86,23,5,4,4,116,0.86,23,5,4,4,,,1.917,0.014,0,0.113,17,0.13,0,0,0,0,17,0.13,23,5,4,4,17,0.13,23,5,4,4,,,T5,2_PNB_FFPm...2_PNB_RDFm...2_PNB_NEm,3.83402489626556,,3.83402489626556
T,28.6366 77.1545 B1500|2014.2|Maize|c7|T5|NA|NA,3,1,213729,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2014.2,2014,2014,FALSE,Maize,c7,Crop Residue Yield,102,Mg/ha,,,,,Fig 1c,Aggregated,1.5,HQPM1,3,170,2014-07-01,2014-07-07,,,reported,none,EcoCrop,2014-07-01,2014-07-07,FALSE,37.49,1498.93,1108.91,0,,,90,0.67,31,4,4,4,42,0.31,12,3,2,0,19,0.14,10,2,0,0,10.05,23.631,25.376,5.037,21.63,45.07,36.02,13.536,3.679,18.9,38.33,18.22,29.438,20.276,4.503,20.11,,,298.57,716.11,0,-417.54,113,73,0.54,12,6,1,0,97,0.72,32,5,4,2,115,0.85,65,4,2,2,,,0.141,0.01,0.01,117,0.87,23,5,4,4,116,0.86,23,5,4,4,116,0.86,23,5,4,4,,,1.917,0.014,0,0.113,17,0.13,0,0,0,0,17,0.13,23,5,4,4,17,0.13,23,5,4,4,,,T5,2_PNB_FFPm...2_PNB_RDFm...2_PNB_NEm,5.44303797468354,,
C,28.6366 77.1545 B1500|2014.2|Maize|c7|T8|NA|NA,6,1,213716,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2014.2,2014,2014,FALSE,Maize,c7,Crop Yield,101,Mg/ha,as reported,,,,Fig 1a,Aggregated,1.5,HQPM1,3,170,2014-07-01,2014-07-07,,,reported,none,EcoCrop,2014-07-01,2014-07-07,FALSE,37.49,1498.93,1108.91,0,,,90,0.67,31,4,4,4,42,0.31,12,3,2,0,19,0.14,10,2,0,0,10.05,23.631,25.376,5.037,21.63,45.07,36.02,13.536,3.679,18.9,38.33,18.22,29.438,20.276,4.503,20.11,,,298.57,716.11,0,-417.54,113,73,0.54,12,6,1,0,97,0.72,32,5,4,2,115,0.85,65,4,2,2,,,0.141,0.01,0.01,117,0.87,23,5,4,4,116,0.86,23,5,4,4,116,0.86,23,5,4,4,,,1.917,0.014,0,0.113,17,0.13,0,0,0,0,17,0.13,23,5,4,4,17,0.13,23,5,4,4,,,T8,3_CT_FFPm...3_CT_RDFm...3_CT_NEm,3.60995850622406,,3.60995850622406
C,28.6366 77.1545 B1500|2014.2|Maize|c7|T8|NA|NA,6,1,213728,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2014.2,2014,2014,FALSE,Maize,c7,Crop Residue Yield,102,Mg/ha,,,,,Fig 1c,Aggregated,1.5,HQPM1,3,170,2014-07-01,2014-07-07,,,reported,none,EcoCrop,2014-07-01,2014-07-07,FALSE,37.49,1498.93,1108.91,0,,,90,0.67,31,4,4,4,42,0.31,12,3,2,0,19,0.14,10,2,0,0,10.05,23.631,25.376,5.037,21.63,45.07,36.02,13.536,3.679,18.9,38.33,18.22,29.438,20.276,4.503,20.11,,,298.57,716.11,0,-417.54,113,73,0.54,12,6,1,0,97,0.72,32,5,4,2,115,0.85,65,4,2,2,,,0.141,0.01,0.01,117,0.87,23,5,4,4,116,0.86,23,5,4,4,116,0.86,23,5,4,4,,,1.917,0.014,0,0.113,17,0.13,0,0,0,0,17,0.13,23,5,4,4,17,0.13,23,5,4,4,,,T8,3_CT_FFPm...3_CT_RDFm...3_CT_NEm,4.64135021097046,,
T,28.6366 77.1545 B1500|2015.1|Chickpea|h7|T1|NA|NA,3,1,213740,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2015.1,2015,2015,FALSE,Chickpea,h7,Crop Yield,101,Mg/ha,as reported,,,,Fig 2a,Aggregated,2,Pusa 372,3,170,2014-10-21,2014-10-30,,,reported,none,EcoCrop,2014-10-21,2014-10-30,FALSE,192.14,1055.43,150.65,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,9.702,17.781,4.217,17.51,32.76,25.192,18.561,4.308,15.45,25.47,9.96,16.421,16.755,4.093,15.51,,,126.76,430.64,0,-303.88,124,107,0.79,33,7,3,2,118,0.87,48,6,3,3,129,0.95,48,4,4,4,,,0.101,0.01,0.01,123,0.9,51,6,4,2,123,0.9,51,6,4,2,123,0.9,51,6,4,2,,,1.353,0.01,0,0.113,12,0.09,0,0,0,0,12,0.09,51,6,4,2,12,0.09,51,6,4,2,,,T1,1_ZTFB_FFPcp...1_ZTFB_RDFcp...1_ZTFB_NEcp,0.773109243697478,,0.773109243697478
T,28.6366 77.1545 B1500|2015.1|Chickpea|h7|T1|NA|NA,3,1,213754,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2015.1,2015,2015,FALSE,Chickpea,h7,Biomass Yield,101.1,Mg/ha,,,,,Fig 2c,Aggregated,2,Pusa 372,3,170,2014-10-21,2014-10-30,,,reported,none,EcoCrop,2014-10-21,2014-10-30,FALSE,192.14,1055.43,150.65,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,9.702,17.781,4.217,17.51,32.76,25.192,18.561,4.308,15.45,25.47,9.96,16.421,16.755,4.093,15.51,,,126.76,430.64,0,-303.88,124,107,0.79,33,7,3,2,118,0.87,48,6,3,3,129,0.95,48,4,4,4,,,0.101,0.01,0.01,123,0.9,51,6,4,2,123,0.9,51,6,4,2,123,0.9,51,6,4,2,,,1.353,0.01,0,0.113,12,0.09,0,0,0,0,12,0.09,51,6,4,2,12,0.09,51,6,4,2,,,T1,1_ZTFB_FFPcp...1_ZTFB_RDFcp...1_ZTFB_NEcp,2.65106382978723,,
T,28.6366 77.1545 B1500|2015.1|Chickpea|h7|T4|NA|NA,3,1,213741,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2015.1,2015,2015,FALSE,Chickpea,h7,Crop Yield,101,Mg/ha,as reported,,,,Fig 2a,Aggregated,2,Pusa 372,3,170,2014-10-21,2014-10-30,,,reported,none,EcoCrop,2014-10-21,2014-10-30,FALSE,192.14,1055.43,150.65,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,9.702,17.781,4.217,17.51,32.76,25.192,18.561,4.308,15.45,25.47,9.96,16.421,16.755,4.093,15.51,,,126.76,430.64,0,-303.88,124,107,0.79,33,7,3,2,118,0.87,48,6,3,3,129,0.95,48,4,4,4,,,0.101,0.01,0.01,123,0.9,51,6,4,2,123,0.9,51,6,4,2,123,0.9,51,6,4,2,,,1.353,0.01,0,0.113,12,0.09,0,0,0,0,12,0.09,51,6,4,2,12,0.09,51,6,4,2,,,T4,2_PNB_FFPcp...2_PNB_RDFcp...2_PNB_NEcp,0.974789915966386,,0.974789915966386
T,28.6366 77.1545 B1500|2015.1|Chickpea|h7|T4|NA|NA,3,1,213755,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2015.1,2015,2015,FALSE,Chickpea,h7,Biomass Yield,101.1,Mg/ha,,,,,Fig 2c,Aggregated,2,Pusa 372,3,170,2014-10-21,2014-10-30,,,reported,none,EcoCrop,2014-10-21,2014-10-30,FALSE,192.14,1055.43,150.65,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,9.702,17.781,4.217,17.51,32.76,25.192,18.561,4.308,15.45,25.47,9.96,16.421,16.755,4.093,15.51,,,126.76,430.64,0,-303.88,124,107,0.79,33,7,3,2,118,0.87,48,6,3,3,129,0.95,48,4,4,4,,,0.101,0.01,0.01,123,0.9,51,6,4,2,123,0.9,51,6,4,2,123,0.9,51,6,4,2,,,1.353,0.01,0,0.113,12,0.09,0,0,0,0,12,0.09,51,6,4,2,12,0.09,51,6,4,2,,,T4,2_PNB_FFPcp...2_PNB_RDFcp...2_PNB_NEcp,3.24680851063829,,
C,28.6366 77.1545 B1500|2015.1|Chickpea|h7|T7|NA|NA,6,1,213740,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2015.1,2015,2015,FALSE,Chickpea,h7,Crop Yield,101,Mg/ha,as reported,,,,Fig 2a,Aggregated,2,Pusa 372,3,170,2014-10-21,2014-10-30,,,reported,none,EcoCrop,2014-10-21,2014-10-30,FALSE,192.14,1055.43,150.65,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,9.702,17.781,4.217,17.51,32.76,25.192,18.561,4.308,15.45,25.47,9.96,16.421,16.755,4.093,15.51,,,126.76,430.64,0,-303.88,124,107,0.79,33,7,3,2,118,0.87,48,6,3,3,129,0.95,48,4,4,4,,,0.101,0.01,0.01,123,0.9,51,6,4,2,123,0.9,51,6,4,2,123,0.9,51,6,4,2,,,1.353,0.01,0,0.113,12,0.09,0,0,0,0,12,0.09,51,6,4,2,12,0.09,51,6,4,2,,,T7,3_CT_FFPcp...3_CT_RDFcp...3_CT_NEcp,0.739495798319327,,0.739495798319327
C,28.6366 77.1545 B1500|2015.1|Chickpea|h7|T7|NA|NA,6,1,213754,LTE0258,SA0047,28.6366 77.1545 B1500,"ICAR –Indian Agricultural Research Institute, Dehli",India,28.63657,77.15453,2015.1,2015,2015,FALSE,Chickpea,h7,Biomass Yield,101.1,Mg/ha,,,,,Fig 2c,Aggregated,2,Pusa 372,3,170,2014-10-21,2014-10-30,,,reported,none,EcoCrop,2014-10-21,2014-10-30,FALSE,192.14,1055.43,150.65,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,9.702,17.781,4.217,17.51,32.76,25.192,18.561,4.308,15.45,25.47,9.96,16.421,16.755,4.093,15.51,,,126.76,430.64,0,-303.88,124,107,0.79,33,7,3,2,118,0.87,48,6,3,3,129,0.95,48,4,4,4,,,0.101,0.01,0.01,123,0.9,51,6,4,2,123,0.9,51,6,4,2,123,0.9,51,6,4,2,,,1.353,0.01,0,0.113,12,0.09,0,0,0,0,12,0.09,51,6,4,2,12,0.09,51,6,4,2,,,T7,3_CT_FFPcp...3_CT_RDFcp...3_CT_NEcp,2.17446808510638,,
